city_name,year,Clear sky,Cloudy,Drizzle,Moderate Rain,Snow fall,Unknown,mean_annual_temperature
Amsterdam,2005,31.0,114.0,147.0,52.0,21.0,0.0,10.612876712328767
Amsterdam,2006,40.0,107.0,151.0,55.0,12.0,0.0,11.04
Amsterdam,2007,30.0,123.0,136.0,70.0,6.0,0.0,11.135342465753425
Amsterdam,2008,27.0,108.0,159.0,58.0,14.0,0.0,10.48415300546448
Amsterdam,2009,22.0,127.0,148.0,48.0,20.0,0.0,10.375342465753425
Amsterdam,2010,25.0,115.0,130.0,43.0,52.0,0.0,8.926575342465753
Amsterdam,2011,41.0,110.0,151.0,57.0,6.0,0.0,10.743287671232878
Amsterdam,2012,26.0,104.0,160.0,67.0,9.0,0.0,10.097267759562842
Amsterdam,2013,26.0,125.0,150.0,40.0,24.0,0.0,9.68958904109589
Amsterdam,2014,20.0,103.0,181.0,58.0,3.0,0.0,11.55945205479452
Amsterdam,2015,29.0,123.0,143.0,61.0,9.0,0.0,10.758630136986302
Amsterdam,2016,32.0,118.0,168.0,41.0,7.0,0.0,10.797814207650273
Amsterdam,2017,13.0,92.0,170.0,64.0,26.0,0.0,10.691232876712329
Amsterdam,2018,40.0,113.0,140.0,55.0,17.0,0.0,11.058904109589042
Amsterdam,2019,37.0,84.0,164.0,71.0,9.0,0.0,10.907671232876712
Amsterdam,2020,46.0,76.0,167.0,73.0,4.0,0.0,11.344262295081966
Amsterdam,2021,22.0,88.0,168.0,68.0,19.0,0.0,10.19095890410959
Amsterdam,2022,29.0,106.0,151.0,63.0,16.0,0.0,11.229041095890413
Amsterdam,2023,32.0,67.0,142.0,102.0,22.0,0.0,11.415342465753426
Amsterdam,2024,21.0,59.0,126.0,79.0,15.0,1.0,12.398662207357859
Athens,1980,131.0,105.0,96.0,31.0,3.0,0.0,16.9448087431694
Athens,1981,179.0,85.0,72.0,19.0,10.0,0.0,17.447397260273974
Athens,1982,148.0,85.0,93.0,37.0,2.0,0.0,17.03041095890411
Athens,1983,155.0,105.0,74.0,23.0,8.0,0.0,16.914246575342464
Athens,1984,143.0,103.0,83.0,37.0,0.0,0.0,17.277868852459015
Athens,1985,162.0,108.0,66.0,26.0,3.0,0.0,17.528219178082193
Athens,1986,170.0,109.0,63.0,22.0,1.0,0.0,17.65287671232877
Athens,1987,157.0,105.0,71.0,21.0,11.0,0.0,17.195068493150686
Athens,1988,158.0,102.0,76.0,29.0,1.0,0.0,17.708196721311474
Athens,1989,166.0,125.0,55.0,19.0,0.0,0.0,17.337260273972603
Athens,1990,174.0,111.0,64.0,15.0,1.0,0.0,18.126575342465753
Athens,1991,124.0,113.0,92.0,25.0,11.0,0.0,16.94931506849315
Athens,1992,177.0,105.0,57.0,21.0,6.0,0.0,17.01830601092896
Athens,1993,161.0,112.0,64.0,24.0,4.0,0.0,17.525753424657534
Athens,1994,165.0,96.0,70.0,32.0,2.0,0.0,18.226027397260275
Athens,1995,154.0,104.0,78.0,28.0,1.0,0.0,17.569589041095888
Athens,1996,126.0,103.0,99.0,35.0,3.0,0.0,17.22103825136612
Athens,1997,137.0,127.0,76.0,25.0,0.0,0.0,16.954520547945204
Athens,1998,167.0,100.0,80.0,18.0,0.0,0.0,17.67041095890411
Athens,1999,160.0,91.0,81.0,33.0,0.0,0.0,18.441917808219177
Athens,2000,152.0,133.0,62.0,17.0,2.0,0.0,17.89535519125683
Athens,2001,165.0,110.0,59.0,28.0,3.0,0.0,18.32904109589041
Athens,2002,138.0,101.0,67.0,52.0,7.0,0.0,17.73178082191781
Athens,2003,158.0,97.0,75.0,27.0,8.0,0.0,17.592876712328767
Athens,2004,162.0,109.0,66.0,25.0,4.0,0.0,17.64590163934426
Athens,2005,146.0,105.0,74.0,36.0,4.0,0.0,17.49890410958904
Athens,2006,131.0,122.0,80.0,24.0,8.0,0.0,17.334520547945207
Athens,2007,162.0,100.0,83.0,20.0,0.0,0.0,18.326027397260273
Athens,2008,178.0,97.0,65.0,23.0,3.0,0.0,18.253825136612022
Athens,2009,138.0,101.0,85.0,41.0,0.0,0.0,18.15753424657534
Athens,2010,147.0,107.0,82.0,26.0,3.0,0.0,18.851780821917806
Athens,2011,146.0,106.0,76.0,35.0,2.0,0.0,17.284931506849315
Athens,2012,169.0,79.0,82.0,29.0,7.0,0.0,18.545081967213115
Athens,2013,170.0,101.0,67.0,26.0,1.0,0.0,18.608493150684932
Athens,2014,133.0,100.0,87.0,44.0,1.0,0.0,18.57780821917808
Athens,2015,146.0,99.0,76.0,38.0,6.0,0.0,17.87945205479452
Athens,2016,156.0,104.0,79.0,25.0,2.0,0.0,18.615573770491803
Athens,2017,190.0,62.0,77.0,32.0,4.0,0.0,18.295616438356163
Athens,2018,158.0,67.0,89.0,51.0,0.0,0.0,18.654520547945204
Athens,2019,170.0,56.0,89.0,44.0,6.0,0.0,18.39205479452055
Athens,2020,173.0,81.0,74.0,37.0,1.0,0.0,18.339890710382512
Athens,2021,158.0,87.0,80.0,35.0,5.0,0.0,18.486027397260273
Athens,2022,165.0,90.0,78.0,27.0,5.0,0.0,18.305479452054794
Athens,2023,140.0,89.0,80.0,54.0,2.0,0.0,18.997808219178083
Athens,2024,144.0,52.0,78.0,26.0,0.0,1.0,21.21170568561873
Atlanta,1980,102.0,96.0,85.0,77.0,6.0,0.0,15.780054644808743
Atlanta,1981,101.0,101.0,86.0,74.0,3.0,0.0,15.396712328767125
Atlanta,1982,77.0,94.0,93.0,96.0,5.0,0.0,15.807123287671233
Atlanta,1983,101.0,85.0,98.0,78.0,3.0,0.0,15.033424657534246
Atlanta,1984,92.0,99.0,91.0,80.0,4.0,0.0,15.631693989071037
Atlanta,1985,76.0,104.0,99.0,83.0,3.0,0.0,15.7413698630137
Atlanta,1986,75.0,97.0,125.0,67.0,1.0,0.0,17.04082191780822
Atlanta,1987,108.0,86.0,89.0,77.0,5.0,0.0,16.208219178082192
Atlanta,1988,105.0,87.0,101.0,69.0,4.0,0.0,15.712021857923498
Atlanta,1989,86.0,95.0,95.0,83.0,6.0,0.0,15.603561643835617
Atlanta,1990,104.0,84.0,104.0,73.0,0.0,0.0,17.262739726027398
Atlanta,1991,72.0,93.0,110.0,88.0,2.0,0.0,16.303835616438356
Atlanta,1992,84.0,94.0,97.0,89.0,2.0,0.0,15.329781420765027
Atlanta,1993,98.0,91.0,97.0,75.0,4.0,0.0,16.022739726027396
Atlanta,1994,80.0,96.0,80.0,109.0,0.0,0.0,15.600547945205479
Atlanta,1995,115.0,75.0,99.0,70.0,6.0,0.0,16.127671232876715
Atlanta,1996,88.0,67.0,116.0,92.0,3.0,0.0,15.331147540983606
Atlanta,1997,82.0,96.0,102.0,83.0,2.0,0.0,15.546027397260275
Atlanta,1998,100.0,98.0,92.0,74.0,1.0,0.0,17.086027397260274
Atlanta,1999,114.0,95.0,89.0,65.0,2.0,0.0,16.601369863013698
Atlanta,2000,117.0,95.0,83.0,61.0,10.0,0.0,16.166939890710385
Atlanta,2001,108.0,97.0,83.0,75.0,2.0,0.0,15.953424657534246
Atlanta,2002,82.0,92.0,108.0,78.0,5.0,0.0,16.237260273972602
Atlanta,2003,97.0,82.0,89.0,96.0,1.0,0.0,15.405479452054795
Atlanta,2004,87.0,109.0,91.0,77.0,2.0,0.0,16.167213114754098
Atlanta,2005,98.0,96.0,84.0,87.0,0.0,0.0,15.875342465753425
Atlanta,2006,96.0,104.0,95.0,69.0,1.0,0.0,16.850684931506848
Atlanta,2007,111.0,108.0,80.0,65.0,1.0,0.0,17.303835616438356
Atlanta,2008,111.0,82.0,96.0,73.0,4.0,0.0,16.2448087431694
Atlanta,2009,89.0,85.0,101.0,87.0,3.0,0.0,15.643561643835616
Atlanta,2010,123.0,74.0,85.0,72.0,11.0,0.0,16.01890410958904
Atlanta,2011,109.0,87.0,91.0,75.0,3.0,0.0,17.15013698630137
Atlanta,2012,83.0,106.0,90.0,87.0,0.0,0.0,17.509016393442625
Atlanta,2013,70.0,105.0,102.0,86.0,2.0,0.0,15.486301369863014
Atlanta,2014,85.0,111.0,93.0,70.0,6.0,0.0,15.575068493150685
Atlanta,2015,69.0,105.0,97.0,89.0,5.0,0.0,16.782739726027398
Atlanta,2016,102.0,100.0,91.0,70.0,3.0,0.0,17.626775956284153
Atlanta,2017,72.0,76.0,106.0,106.0,5.0,0.0,16.70958904109589
Atlanta,2018,66.0,57.0,113.0,128.0,1.0,0.0,15.842191780821917
Atlanta,2019,89.0,61.0,109.0,103.0,3.0,0.0,17.215616438356165
Atlanta,2020,73.0,68.0,110.0,113.0,2.0,0.0,16.451639344262297
Atlanta,2021,76.0,79.0,93.0,113.0,4.0,0.0,16.257808219178084
Atlanta,2022,87.0,71.0,103.0,100.0,4.0,0.0,16.102465753424656
Atlanta,2023,90.0,73.0,106.0,96.0,0.0,0.0,16.84712328767123
Atlanta,2024,80.0,65.0,86.0,69.0,0.0,1.0,18.431103678929766
Auckland,1980,19.0,102.0,178.0,67.0,0.0,0.0,14.563114754098361
Auckland,1981,16.0,115.0,169.0,65.0,0.0,0.0,15.157534246575343
Auckland,1982,22.0,125.0,166.0,52.0,0.0,0.0,14.398630136986302
Auckland,1983,19.0,124.0,161.0,61.0,0.0,0.0,14.367123287671232
Auckland,1984,18.0,125.0,154.0,69.0,0.0,0.0,14.989617486338798
Auckland,1985,27.0,106.0,165.0,67.0,0.0,0.0,14.90876712328767
Auckland,1986,25.0,113.0,169.0,58.0,0.0,0.0,14.891506849315068
Auckland,1987,19.0,125.0,160.0,61.0,0.0,0.0,14.80904109589041
Auckland,1988,17.0,150.0,129.0,70.0,0.0,0.0,15.312568306010927
Auckland,1989,34.0,111.0,145.0,75.0,0.0,0.0,15.090958904109588
Auckland,1990,27.0,116.0,160.0,62.0,0.0,0.0,15.325205479452054
Auckland,1991,17.0,110.0,174.0,64.0,0.0,0.0,14.474794520547945
Auckland,1992,19.0,129.0,159.0,59.0,0.0,0.0,14.054371584699453
Auckland,1993,21.0,150.0,141.0,53.0,0.0,0.0,14.096986301369862
Auckland,1994,16.0,114.0,172.0,63.0,0.0,0.0,14.607123287671234
Auckland,1995,13.0,103.0,169.0,80.0,0.0,0.0,15.045753424657534
Auckland,1996,17.0,81.0,191.0,77.0,0.0,0.0,14.871311475409835
Auckland,1997,14.0,139.0,145.0,67.0,0.0,0.0,14.546849315068494
Auckland,1998,15.0,140.0,155.0,55.0,0.0,0.0,16.138630136986304
Auckland,1999,25.0,125.0,165.0,50.0,0.0,0.0,15.422465753424657
Auckland,2000,16.0,143.0,150.0,57.0,0.0,0.0,15.091256830601091
Auckland,2001,17.0,94.0,187.0,67.0,0.0,0.0,15.194520547945206
Auckland,2002,19.0,119.0,169.0,58.0,0.0,0.0,15.029041095890411
Auckland,2003,20.0,130.0,141.0,74.0,0.0,0.0,15.01041095890411
Auckland,2004,21.0,122.0,158.0,65.0,0.0,0.0,14.443715846994534
Auckland,2005,21.0,129.0,157.0,58.0,0.0,0.0,15.479999999999999
Auckland,2006,20.0,120.0,161.0,64.0,0.0,0.0,14.693150684931506
Auckland,2007,13.0,125.0,164.0,63.0,0.0,0.0,15.213698630136987
Auckland,2008,19.0,126.0,160.0,61.0,0.0,0.0,15.279234972677596
Auckland,2009,31.0,125.0,151.0,58.0,0.0,0.0,14.715890410958904
Auckland,2010,20.0,123.0,159.0,63.0,0.0,0.0,15.452054794520548
Auckland,2011,14.0,129.0,159.0,63.0,0.0,0.0,15.286849315068492
Auckland,2012,30.0,119.0,149.0,68.0,0.0,0.0,14.796994535519126
Auckland,2013,18.0,127.0,167.0,53.0,0.0,0.0,15.490958904109588
Auckland,2014,23.0,130.0,152.0,60.0,0.0,0.0,15.114520547945206
Auckland,2015,21.0,139.0,157.0,48.0,0.0,0.0,15.14109589041096
Auckland,2016,19.0,121.0,161.0,65.0,0.0,0.0,15.84344262295082
Auckland,2017,16.0,59.0,215.0,75.0,0.0,0.0,15.618356164383561
Auckland,2018,5.0,67.0,210.0,83.0,0.0,0.0,15.666849315068491
Auckland,2019,19.0,87.0,200.0,59.0,0.0,0.0,15.67013698630137
Auckland,2020,15.0,97.0,200.0,54.0,0.0,0.0,15.722404371584698
Auckland,2021,14.0,63.0,204.0,84.0,0.0,0.0,15.887945205479452
Auckland,2022,12.0,63.0,197.0,93.0,0.0,0.0,16.332602739726028
Auckland,2023,6.0,49.0,201.0,109.0,0.0,0.0,15.513972602739727
Auckland,2024,11.0,62.0,162.0,65.0,0.0,1.0,14.966220735785951
Austin,1980,141.0,85.0,63.0,65.0,12.0,0.0,16.997267759562842
Austin,1981,108.0,103.0,77.0,74.0,3.0,0.0,16.726849315068495
Austin,1982,89.0,87.0,91.0,83.0,15.0,0.0,16.529041095890413
Austin,1983,103.0,95.0,89.0,69.0,9.0,0.0,16.18986301369863
Austin,1984,99.0,77.0,82.0,98.0,10.0,0.0,16.576775956284155
Austin,1985,109.0,93.0,78.0,73.0,12.0,0.0,16.446849315068494
Austin,1986,117.0,94.0,74.0,78.0,2.0,0.0,17.47780821917808
Austin,1987,134.0,75.0,68.0,82.0,6.0,0.0,17.301369863013697
Austin,1988,128.0,89.0,75.0,67.0,7.0,0.0,16.78333333333333
Austin,1989,97.0,87.0,80.0,91.0,10.0,0.0,16.06904109589041
Austin,1990,124.0,76.0,78.0,86.0,1.0,0.0,17.9027397260274
Austin,1991,99.0,81.0,87.0,98.0,0.0,0.0,17.438356164383563
Austin,1992,113.0,89.0,96.0,65.0,3.0,0.0,16.775956284153004
Austin,1993,103.0,103.0,86.0,67.0,6.0,0.0,16.382191780821916
Austin,1994,101.0,86.0,87.0,86.0,5.0,0.0,16.92849315068493
Austin,1995,112.0,101.0,77.0,69.0,6.0,0.0,17.14712328767123
Austin,1996,93.0,83.0,102.0,82.0,6.0,0.0,16.433879781420764
Austin,1997,109.0,96.0,73.0,80.0,7.0,0.0,16.432602739726025
Austin,1998,119.0,85.0,75.0,85.0,1.0,0.0,18.229041095890413
Austin,1999,160.0,75.0,71.0,58.0,1.0,0.0,17.9586301369863
Austin,2000,129.0,81.0,78.0,67.0,11.0,0.0,17.073224043715847
Austin,2001,114.0,92.0,72.0,82.0,5.0,0.0,17.001643835616438
Austin,2002,91.0,100.0,79.0,85.0,10.0,0.0,16.728219178082192
Austin,2003,100.0,94.0,82.0,78.0,11.0,0.0,16.522465753424658
Austin,2004,99.0,95.0,85.0,81.0,6.0,0.0,17.031147540983607
Austin,2005,127.0,104.0,71.0,62.0,1.0,0.0,18.019178082191782
Austin,2006,135.0,78.0,76.0,73.0,3.0,0.0,17.937534246575343
Austin,2007,118.0,94.0,74.0,74.0,5.0,0.0,18.038630136986303
Austin,2008,109.0,91.0,90.0,69.0,7.0,0.0,16.65737704918033
Austin,2009,98.0,92.0,79.0,92.0,4.0,0.0,16.303287671232876
Austin,2010,122.0,101.0,60.0,73.0,9.0,0.0,17.46164383561644
Austin,2011,124.0,94.0,64.0,73.0,10.0,0.0,18.04054794520548
Austin,2012,122.0,96.0,77.0,66.0,5.0,0.0,18.84672131147541
Austin,2013,98.0,110.0,73.0,76.0,8.0,0.0,16.40164383561644
Austin,2014,105.0,96.0,82.0,69.0,13.0,0.0,15.81013698630137
Austin,2015,109.0,96.0,68.0,83.0,9.0,0.0,17.32191780821918
Austin,2016,116.0,86.0,87.0,75.0,2.0,0.0,18.212295081967213
Austin,2017,88.0,84.0,105.0,86.0,2.0,0.0,17.508767123287672
Austin,2018,84.0,67.0,108.0,98.0,8.0,0.0,16.72027397260274
Austin,2019,96.0,77.0,98.0,90.0,4.0,0.0,16.833698630136986
Austin,2020,97.0,68.0,95.0,101.0,5.0,0.0,16.85273224043716
Austin,2021,93.0,71.0,106.0,88.0,7.0,0.0,17.08876712328767
Austin,2022,124.0,72.0,75.0,84.0,10.0,0.0,16.855342465753424
Austin,2023,120.0,86.0,71.0,83.0,5.0,0.0,17.864383561643837
Austin,2024,107.0,50.0,70.0,70.0,3.0,1.0,18.918729096989967
Bangkok,1980,62.0,63.0,117.0,124.0,0.0,0.0,27.727595628415298
Bangkok,1981,44.0,58.0,110.0,153.0,0.0,0.0,27.065479452054795
Bangkok,1982,65.0,53.0,108.0,139.0,0.0,0.0,27.080273972602736
Bangkok,1983,53.0,75.0,109.0,128.0,0.0,0.0,27.348493150684934
Bangkok,1984,59.0,68.0,116.0,123.0,0.0,0.0,27.286612021857923
Bangkok,1985,75.0,38.0,94.0,158.0,0.0,0.0,27.16219178082192
Bangkok,1986,56.0,80.0,104.0,125.0,0.0,0.0,27.134794520547945
Bangkok,1987,72.0,42.0,121.0,130.0,0.0,0.0,27.71753424657534
Bangkok,1988,53.0,71.0,95.0,147.0,0.0,0.0,27.348907103825137
Bangkok,1989,63.0,55.0,122.0,125.0,0.0,0.0,27.634246575342466
Bangkok,1990,63.0,61.0,107.0,134.0,0.0,0.0,27.918082191780822
Bangkok,1991,76.0,53.0,113.0,123.0,0.0,0.0,27.707123287671234
Bangkok,1992,91.0,61.0,101.0,113.0,0.0,0.0,27.482513661202187
Bangkok,1993,67.0,58.0,113.0,127.0,0.0,0.0,27.46712328767123
Bangkok,1994,72.0,57.0,104.0,132.0,0.0,0.0,27.544657534246575
Bangkok,1995,67.0,58.0,99.0,141.0,0.0,0.0,27.44931506849315
Bangkok,1996,45.0,55.0,113.0,153.0,0.0,0.0,27.153551912568307
Bangkok,1997,56.0,65.0,133.0,111.0,0.0,0.0,27.987945205479452
Bangkok,1998,58.0,66.0,113.0,128.0,0.0,0.0,28.401095890410957
Bangkok,1999,58.0,44.0,94.0,169.0,0.0,0.0,26.813424657534245
Bangkok,2000,59.0,61.0,96.0,150.0,0.0,0.0,27.208196721311477
Bangkok,2001,48.0,61.0,126.0,130.0,0.0,0.0,27.38712328767123
Bangkok,2002,29.0,71.0,129.0,136.0,0.0,0.0,27.60794520547945
Bangkok,2003,74.0,51.0,114.0,126.0,0.0,0.0,27.526849315068493
Bangkok,2004,82.0,61.0,111.0,112.0,0.0,0.0,27.598087431693987
Bangkok,2005,30.0,81.0,133.0,121.0,0.0,0.0,27.60630136986301
Bangkok,2006,65.0,45.0,134.0,121.0,0.0,0.0,27.616986301369867
Bangkok,2007,58.0,75.0,111.0,121.0,0.0,0.0,27.46931506849315
Bangkok,2008,60.0,56.0,119.0,131.0,0.0,0.0,27.113387978142075
Bangkok,2009,65.0,54.0,108.0,138.0,0.0,0.0,27.374520547945206
Bangkok,2010,29.0,83.0,124.0,129.0,0.0,0.0,28.09095890410959
Bangkok,2011,47.0,76.0,119.0,123.0,0.0,0.0,26.916164383561643
Bangkok,2012,23.0,50.0,176.0,117.0,0.0,0.0,27.952185792349727
Bangkok,2013,53.0,65.0,132.0,115.0,0.0,0.0,27.46027397260274
Bangkok,2014,37.0,85.0,130.0,113.0,0.0,0.0,27.568493150684933
Bangkok,2015,40.0,65.0,148.0,112.0,0.0,0.0,28.03041095890411
Bangkok,2016,31.0,93.0,134.0,108.0,0.0,0.0,28.010928961748633
Bangkok,2017,39.0,51.0,102.0,173.0,0.0,0.0,27.39698630136986
Bangkok,2018,36.0,32.0,136.0,161.0,0.0,0.0,27.34931506849315
Bangkok,2019,52.0,32.0,163.0,118.0,0.0,0.0,28.218082191780823
Bangkok,2020,52.0,41.0,151.0,122.0,0.0,0.0,28.22704918032787
Bangkok,2021,61.0,39.0,118.0,147.0,0.0,0.0,27.492602739726024
Bangkok,2022,48.0,43.0,102.0,172.0,0.0,0.0,27.176712328767124
Bangkok,2023,56.0,54.0,103.0,152.0,0.0,0.0,28.164931506849317
Bangkok,2024,46.0,30.0,101.0,123.0,0.0,1.0,28.791638795986625
Barcelona,1980,60.0,140.0,134.0,30.0,2.0,0.0,14.908469945355192
Barcelona,1981,63.0,158.0,108.0,30.0,6.0,0.0,15.661369863013698
Barcelona,1982,68.0,148.0,105.0,42.0,2.0,0.0,16.051506849315068
Barcelona,1983,93.0,127.0,109.0,29.0,7.0,0.0,15.9413698630137
Barcelona,1984,73.0,130.0,129.0,30.0,4.0,0.0,14.942076502732242
Barcelona,1985,81.0,134.0,118.0,24.0,8.0,0.0,15.467397260273973
Barcelona,1986,86.0,124.0,127.0,22.0,6.0,0.0,15.706027397260273
Barcelona,1987,70.0,137.0,121.0,32.0,5.0,0.0,15.831506849315069
Barcelona,1988,92.0,137.0,111.0,26.0,0.0,0.0,16.012841530054644
Barcelona,1989,83.0,136.0,119.0,27.0,0.0,0.0,16.39972602739726
Barcelona,1990,86.0,126.0,119.0,32.0,2.0,0.0,16.294246575342466
Barcelona,1991,99.0,127.0,98.0,40.0,1.0,0.0,15.492876712328766
Barcelona,1992,82.0,151.0,96.0,33.0,4.0,0.0,15.514207650273223
Barcelona,1993,97.0,121.0,119.0,24.0,4.0,0.0,15.314246575342466
Barcelona,1994,112.0,126.0,93.0,31.0,3.0,0.0,16.572602739726026
Barcelona,1995,100.0,113.0,119.0,31.0,2.0,0.0,16.30931506849315
Barcelona,1996,58.0,92.0,173.0,39.0,4.0,0.0,15.84262295081967
Barcelona,1997,105.0,127.0,104.0,29.0,0.0,0.0,16.752876712328767
Barcelona,1998,87.0,146.0,111.0,20.0,1.0,0.0,16.303287671232876
Barcelona,1999,91.0,151.0,100.0,22.0,1.0,0.0,16.26931506849315
Barcelona,2000,114.0,126.0,101.0,25.0,0.0,0.0,16.221311475409838
Barcelona,2001,81.0,143.0,110.0,25.0,6.0,0.0,16.32849315068493
Barcelona,2002,79.0,135.0,112.0,39.0,0.0,0.0,16.17150684931507
Barcelona,2003,112.0,112.0,104.0,33.0,4.0,0.0,16.9
Barcelona,2004,75.0,144.0,112.0,30.0,5.0,0.0,16.23633879781421
